"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000259172",6.42797384807699,0.168407288134538,0.276489979306099,0.609090024011672,0.542464769626942,0.931657881727056
"ENSG00000259175",9.50615598486772,0.283999387221762,0.232763682340714,1.22011898233355,0.222419773594755,0.804954919024376
"ENSG00000259186",1.16326777262419,0.142091904206779,0.714350914104652,0.198910509388615,0.842332748480154,NA
"ENSG00000259198",11.2310592453039,0.227622803785975,0.243341576735907,0.935404491247335,0.349579883209262,0.866770817241255
"ENSG00000259205",6.30180597243305,-0.135981397268924,0.404459474701002,-0.336205246197901,0.736716097054767,0.963770379059816
"ENSG00000259207",29.7390726533401,-0.606518068254177,0.346347803118273,-1.75118208573438,0.0799145502298895,0.635806668170062
"ENSG00000259209",0.523520330816851,-0.83442432826282,0.999183476844401,-0.835106211822157,0.403657909484764,NA
"ENSG00000259215",2.08079885066007,-0.14706939491455,0.489689459405852,-0.300331959550428,0.763923957579162,NA
"ENSG00000259219",11.0133843876513,0.21835695377712,0.221476560576691,0.985914505844557,0.324175067991977,0.862306652143033
"ENSG00000259221",1.05681475915036,0.272356443961523,0.783257524410602,0.347722729081307,0.728048425304675,NA
"ENSG00000259224",0.262393379758309,0.570022172891983,2.15414230115513,0.264616767697434,0.791304701713363,NA
"ENSG00000259230",0.270523123207811,-0.151320449824816,1.24913581467685,-0.121140109863845,0.903580060020383,NA
"ENSG00000259232",0.422447497610683,-0.119106528818483,1.09744889295964,-0.108530364905897,0.913574995053799,NA
"ENSG00000259235",0.927958644621969,0.155148948772591,0.927066158510541,0.167354775436803,0.867090907229929,NA
"ENSG00000259238",0.301208299805003,0.449801717889061,1.15381956215779,0.389837139741223,0.696656978644726,NA
"ENSG00000259240",1.20782524468759,0.148626399839167,0.827063434319852,0.179703749037572,0.85738515005529,NA
"ENSG00000259241",0.284382362460906,0.209351731948906,1.66644698705726,0.125627597862321,0.900026716088597,NA
"ENSG00000259242",2.55962538586843,-0.11807795936216,0.557884594639442,-0.211653020170728,0.832377742134987,NA
"ENSG00000259244",21.5996430176024,0.252484078402156,0.203889780833985,1.23833611164523,0.215591459162135,0.802588207726099
"ENSG00000259248",10.3688958955696,0.170715290765998,0.292146409686488,0.584348412664727,0.55898592670463,0.935808148886497
"ENSG00000259254",0.643994478178134,-2.13108146987145,1.01172782922313,-2.10637822576042,0.0351715111548506,NA
"ENSG00000259258",0.708926186304665,-0.42652883591546,1.16356382381909,-0.366571070004131,0.713938990983509,NA
"ENSG00000259259",0.2725692495547,-0.511993572165358,1.50146158147601,-0.340996785053964,0.733106002008281,NA
"ENSG00000259262",1.76428576743903,0.668573078619809,0.545579325128166,1.22543697648871,0.2204106222203,NA
"ENSG00000259275",3.7997452810069,-0.20970732349946,0.415379013616219,-0.504857772360196,0.61365873510282,NA
"ENSG00000259278",0.437158223423703,-0.908201946724788,1.28082784740656,-0.709074173054346,0.478278449168839,NA
